OCV	 Uload   SOC     Rw	  [ ] 
3.705 	 3.636 	 8 	 0.62 	  Ohm
3.734 	 3.661 	 10 	 0.66 	  Ohm
3.739 	 3.666 	 10 	 0.66 	  Ohm
3.739 	 3.671 	 10 	 0.62 	  Ohm
3.744 	 3.671 	 10 	 0.66 	  Ohm
3.749 	 3.675 	 10 	 0.66 	  Ohm
3.749 	 3.680 	 10 	 0.61 	  Ohm
3.754 	 3.680 	 10 	 0.66 	  Ohm
3.754 	 3.685 	 10 	 0.61 	  Ohm
3.759 	 3.685 	 10 	 0.66 	  Ohm
3.759 	 3.690 	 13 	 0.61 	  Ohm
3.763 	 3.690 	 13 	 0.66 	  Ohm
3.763 	 3.695 	 13 	 0.61 	  Ohm
3.768 	 3.695 	 13 	 0.65 	  Ohm
3.768 	 3.700 	 13 	 0.61 	  Ohm
3.773 	 3.705 	 15 	 0.61 	  Ohm
3.773 	 3.705 	 15 	 0.61 	  Ohm
3.778 	 3.705 	 15 	 0.65 	  Ohm
3.778 	 3.710 	 15 	 0.61 	  Ohm
3.783 	 3.710 	 15 	 0.65 	  Ohm
3.783 	 3.715 	 18 	 0.61 	  Ohm
3.783 	 3.715 	 18 	 0.61 	  Ohm
3.788 	 3.715 	 18 	 0.65 	  Ohm
3.788 	 3.715 	 18 	 0.65 	  Ohm
3.788 	 3.724 	 20 	 0.56 	  Ohm
3.793 	 3.719 	 18 	 0.65 	  Ohm
3.793 	 3.724 	 20 	 0.61 	  Ohm
3.798 	 3.729 	 20 	 0.61 	  Ohm
3.798 	 3.729 	 20 	 0.61 	  Ohm
3.798 	 3.729 	 20 	 0.61 	  Ohm
3.803 	 3.734 	 23 	 0.60 	  Ohm
3.803 	 3.734 	 23 	 0.60 	  Ohm
3.807 	 3.734 	 23 	 0.65 	  Ohm
3.803 	 3.739 	 23 	 0.56 	  Ohm
3.807 	 3.739 	 23 	 0.60 	  Ohm
3.807 	 3.739 	 23 	 0.60 	  Ohm
3.817 	 3.744 	 25 	 0.65 	  Ohm
3.812 	 3.749 	 25 	 0.56 	  Ohm
3.812 	 3.749 	 25 	 0.56 	  Ohm
3.817 	 3.749 	 25 	 0.60 	  Ohm
3.817 	 3.749 	 25 	 0.60 	  Ohm
3.817 	 3.754 	 28 	 0.56 	  Ohm
3.822 	 3.754 	 28 	 0.60 	  Ohm
3.822 	 3.754 	 28 	 0.60 	  Ohm
3.827 	 3.759 	 28 	 0.60 	  Ohm
3.827 	 3.759 	 28 	 0.60 	  Ohm
3.827 	 3.759 	 28 	 0.60 	  Ohm
3.832 	 3.763 	 30 	 0.60 	  Ohm
3.832 	 3.763 	 30 	 0.60 	  Ohm
3.832 	 3.768 	 30 	 0.56 	  Ohm
3.832 	 3.768 	 30 	 0.56 	  Ohm
3.832 	 3.768 	 30 	 0.56 	  Ohm
3.837 	 3.768 	 30 	 0.60 	  Ohm
3.837 	 3.773 	 33 	 0.56 	  Ohm
3.842 	 3.773 	 33 	 0.60 	  Ohm
3.842 	 3.773 	 33 	 0.60 	  Ohm
3.842 	 3.778 	 33 	 0.55 	  Ohm
3.842 	 3.778 	 33 	 0.55 	  Ohm
3.847 	 3.778 	 33 	 0.60 	  Ohm
3.847 	 3.778 	 33 	 0.60 	  Ohm
3.851 	 3.783 	 35 	 0.60 	  Ohm
3.851 	 3.783 	 35 	 0.60 	  Ohm
3.851 	 3.788 	 35 	 0.55 	  Ohm
3.851 	 3.788 	 35 	 0.55 	  Ohm
3.851 	 3.788 	 35 	 0.55 	  Ohm
3.856 	 3.788 	 35 	 0.60 	  Ohm
3.856 	 3.793 	 38 	 0.55 	  Ohm
3.861 	 3.793 	 38 	 0.60 	  Ohm
3.856 	 3.793 	 38 	 0.55 	  Ohm
3.861 	 3.798 	 38 	 0.55 	  Ohm
3.861 	 3.798 	 38 	 0.55 	  Ohm
3.861 	 3.798 	 38 	 0.55 	  Ohm
3.861 	 3.798 	 38 	 0.55 	  Ohm
3.866 	 3.803 	 43 	 0.55 	  Ohm
3.866 	 3.803 	 43 	 0.55 	  Ohm
3.866 	 3.803 	 43 	 0.55 	  Ohm
3.871 	 3.803 	 43 	 0.59 	  Ohm
3.871 	 3.807 	 43 	 0.55 	  Ohm
3.871 	 3.807 	 43 	 0.55 	  Ohm
3.871 	 3.807 	 43 	 0.55 	  Ohm
3.876 	 3.807 	 43 	 0.59 	  Ohm
3.876 	 3.812 	 45 	 0.55 	  Ohm
3.876 	 3.812 	 45 	 0.55 	  Ohm
3.881 	 3.817 	 45 	 0.55 	  Ohm
3.881 	 3.817 	 45 	 0.55 	  Ohm
3.881 	 3.817 	 45 	 0.55 	  Ohm
3.881 	 3.817 	 45 	 0.55 	  Ohm
3.881 	 3.817 	 45 	 0.55 	  Ohm
3.886 	 3.817 	 45 	 0.59 	  Ohm
3.886 	 3.817 	 45 	 0.59 	  Ohm
3.886 	 3.822 	 48 	 0.55 	  Ohm
3.891 	 3.822 	 48 	 0.59 	  Ohm
3.891 	 3.827 	 48 	 0.55 	  Ohm
3.886 	 3.827 	 48 	 0.51 	  Ohm
3.891 	 3.827 	 48 	 0.55 	  Ohm
3.891 	 3.827 	 48 	 0.55 	  Ohm
3.891 	 3.832 	 50 	 0.51 	  Ohm
3.895 	 3.832 	 50 	 0.55 	  Ohm
3.895 	 3.832 	 50 	 0.55 	  Ohm
3.895 	 3.832 	 50 	 0.55 	  Ohm
3.895 	 3.832 	 50 	 0.55 	  Ohm
3.895 	 3.832 	 50 	 0.55 	  Ohm
3.895 	 3.832 	 50 	 0.55 	  Ohm
3.900 	 3.837 	 50 	 0.55 	  Ohm
3.900 	 3.837 	 50 	 0.55 	  Ohm
3.900 	 3.837 	 50 	 0.55 	  Ohm
3.900 	 3.837 	 50 	 0.55 	  Ohm
3.905 	 3.837 	 50 	 0.59 	  Ohm
3.905 	 3.842 	 53 	 0.55 	  Ohm
3.905 	 3.842 	 53 	 0.55 	  Ohm
3.905 	 3.842 	 53 	 0.55 	  Ohm
3.905 	 3.842 	 53 	 0.55 	  Ohm
3.905 	 3.842 	 53 	 0.55 	  Ohm
3.910 	 3.847 	 53 	 0.55 	  Ohm
3.910 	 3.847 	 53 	 0.55 	  Ohm
3.910 	 3.847 	 53 	 0.55 	  Ohm
3.910 	 3.847 	 53 	 0.55 	  Ohm
3.910 	 3.851 	 58 	 0.50 	  Ohm
3.910 	 3.851 	 58 	 0.50 	  Ohm
3.915 	 3.851 	 58 	 0.54 	  Ohm
3.915 	 3.851 	 58 	 0.54 	  Ohm
3.915 	 3.851 	 58 	 0.54 	  Ohm
3.915 	 3.851 	 58 	 0.54 	  Ohm
3.915 	 3.851 	 58 	 0.54 	  Ohm
3.920 	 3.851 	 58 	 0.59 	  Ohm
3.920 	 3.856 	 58 	 0.54 	  Ohm
3.920 	 3.856 	 58 	 0.54 	  Ohm
3.920 	 3.856 	 58 	 0.54 	  Ohm
3.925 	 3.856 	 58 	 0.59 	  Ohm
3.925 	 3.861 	 60 	 0.54 	  Ohm
3.920 	 3.861 	 60 	 0.50 	  Ohm
3.925 	 3.861 	 60 	 0.54 	  Ohm
3.925 	 3.861 	 60 	 0.54 	  Ohm
3.925 	 3.861 	 60 	 0.54 	  Ohm
3.925 	 3.866 	 60 	 0.50 	  Ohm
3.930 	 3.866 	 60 	 0.54 	  Ohm
3.930 	 3.866 	 60 	 0.54 	  Ohm
3.930 	 3.866 	 60 	 0.54 	  Ohm
3.930 	 3.866 	 60 	 0.54 	  Ohm
3.930 	 3.866 	 60 	 0.54 	  Ohm
3.930 	 3.866 	 60 	 0.54 	  Ohm
3.935 	 3.871 	 63 	 0.54 	  Ohm
3.935 	 3.871 	 63 	 0.54 	  Ohm
3.935 	 3.871 	 63 	 0.54 	  Ohm
3.935 	 3.871 	 63 	 0.54 	  Ohm
3.935 	 3.871 	 63 	 0.54 	  Ohm
3.939 	 3.876 	 63 	 0.54 	  Ohm
3.935 	 3.876 	 63 	 0.50 	  Ohm
3.939 	 3.876 	 63 	 0.54 	  Ohm
3.939 	 3.876 	 63 	 0.54 	  Ohm
3.939 	 3.876 	 63 	 0.54 	  Ohm
3.939 	 3.876 	 63 	 0.54 	  Ohm
3.939 	 3.876 	 63 	 0.54 	  Ohm
3.939 	 3.881 	 63 	 0.50 	  Ohm
3.944 	 3.881 	 63 	 0.54 	  Ohm
3.944 	 3.881 	 63 	 0.54 	  Ohm
3.944 	 3.881 	 63 	 0.54 	  Ohm
3.944 	 3.881 	 63 	 0.54 	  Ohm
3.944 	 3.881 	 63 	 0.54 	  Ohm
3.944 	 3.886 	 63 	 0.50 	  Ohm
3.944 	 3.886 	 63 	 0.50 	  Ohm
3.949 	 3.886 	 63 	 0.54 	  Ohm
3.949 	 3.886 	 63 	 0.54 	  Ohm
3.949 	 3.886 	 63 	 0.54 	  Ohm
3.949 	 3.886 	 63 	 0.54 	  Ohm
3.949 	 3.886 	 63 	 0.54 	  Ohm
3.949 	 3.891 	 65 	 0.50 	  Ohm
3.949 	 3.886 	 63 	 0.54 	  Ohm
3.954 	 3.891 	 65 	 0.54 	  Ohm
3.954 	 3.891 	 65 	 0.54 	  Ohm
3.954 	 3.891 	 65 	 0.54 	  Ohm
3.954 	 3.891 	 65 	 0.54 	  Ohm
3.954 	 3.891 	 65 	 0.54 	  Ohm
3.954 	 3.891 	 65 	 0.54 	  Ohm
3.954 	 3.895 	 65 	 0.50 	  Ohm
3.954 	 3.891 	 65 	 0.54 	  Ohm
3.959 	 3.891 	 65 	 0.58 	  Ohm
3.959 	 3.895 	 65 	 0.54 	  Ohm
3.959 	 3.895 	 65 	 0.54 	  Ohm
3.959 	 3.895 	 65 	 0.54 	  Ohm
3.959 	 3.895 	 65 	 0.54 	  Ohm
3.959 	 3.895 	 65 	 0.54 	  Ohm
3.959 	 3.895 	 65 	 0.54 	  Ohm
3.959 	 3.900 	 65 	 0.50 	  Ohm
3.959 	 3.895 	 65 	 0.54 	  Ohm
3.959 	 3.900 	 65 	 0.50 	  Ohm
3.964 	 3.900 	 65 	 0.54 	  Ohm
3.964 	 3.900 	 65 	 0.54 	  Ohm
3.964 	 3.900 	 65 	 0.54 	  Ohm
3.964 	 3.905 	 65 	 0.50 	  Ohm
3.969 	 3.900 	 65 	 0.58 	  Ohm
3.964 	 3.900 	 65 	 0.54 	  Ohm
3.964 	 3.905 	 65 	 0.50 	  Ohm
3.964 	 3.900 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.964 	 3.905 	 65 	 0.50 	  Ohm
3.964 	 3.905 	 65 	 0.50 	  Ohm
3.964 	 3.905 	 65 	 0.50 	  Ohm
3.964 	 3.905 	 65 	 0.50 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.910 	 68 	 0.49 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.910 	 68 	 0.49 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.910 	 68 	 0.49 	  Ohm
3.969 	 3.905 	 65 	 0.54 	  Ohm
3.969 	 3.910 	 68 	 0.49 	  Ohm
3.969 	 3.910 	 68 	 0.49 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.969 	 3.910 	 68 	 0.49 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.969 	 3.910 	 68 	 0.49 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.920 	 68 	 0.49 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.910 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.978 	 3.920 	 68 	 0.49 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.974 	 3.915 	 68 	 0.49 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.920 	 68 	 0.49 	  Ohm
3.978 	 3.915 	 68 	 0.54 	  Ohm
3.978 	 3.920 	 68 	 0.49 	  Ohm
3.974 	 3.920 	 68 	 0.45 	  Ohm
3.978 	 3.920 	 68 	 0.49 	  Ohm
